_id,cuil,nombre,apellido,email,inscripcionId,instanciaId,instanciaSedeId,formularioId,synchronizedToOracle,deleted,estado,createdAt
64dbec8a90496d5a87be9599,987654321,Archivo Probando,Zazaa,juanz@epidataconsulting.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-22-15 05:22:18,
64dbeecb90496d5a87be959a,211298,Juan Pablo,Zabala,juanz@epidataconsulting.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-31-15 05:31:55,
64dbf0e390496d5a87be959b,2223223223,Juan Zabala,Zabala,juanz@epidataconsulting.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-40-15 05:40:51,
64dbf18d90496d5a87be959c,123455666788,Prueba definitiva de guardado,23,juanz@epidataconsulting.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-43-15 05:43:41,
64dcb8d508bd951190302e5c,72635465857372,HOLA001,Hola001,carlosr@epidataconsulting.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-53-16 08:53:57,
64dcbc77671e77546d17412e,01010101010101,Colon01,Colon01,carlosr@epidataconsulting.com,660,680,880,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 08:09:26,
64dcbc9f671e77546d17412f,834749716134,Colon02,Colon02,carlosr@epidataconsulting.com,660,680,880,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 08:10:06,
64dcc0e5671e77546d174131,35264346734743,TEST ARCHIVO,ARCHIVO,carlosr@epidataconsulting.com,661,684,881,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 08:28:21,
64dcc162671e77546d174132,3254675868684,Test002 aRCHIVO,ARCHIVOOO,carlosr@epidataconsulting.com,661,684,881,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 08:30:23,
64dcd0d9671e77546d174133,87498347198,JUAN,PABLO,carlosr@epidataconsulting.com,660,680,880,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 09:36:22,
64dcd16c08bd951190302e5d,298379763,Carlos,Muro,carlosr@epidataconsulting.com,649,670,841,64c29a0adbd7a9004f2e22d2,true,false,true,2023-38-16 10:38:52,
64dcdab31b24b01ef724bb0b,253272405,luis,zambrano,lazm.dev@gmail.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 10:18:26,
64dcdc8789aa853de058b9f4,253272407,luis,zambrano,lazm.dev@gmail.com,661,682,863,64db9796d6c5556a68f269f5,true,false,true,2023-08-16 10:26:14,
64dce2b4a84c526e5aeb319c,253272406,luis,zambrano,lazm.dev@gmail.com,661,682,863,64db9796d6c5556a68f269f5,true,true,true,2023-08-16 10:52:35,
64de40ba3b40b92cfaa90402,3565745275,Usuario 1,10 - 12,carlosr@epidataconsulting.com,680,700,884,64db9796d6c5556a68f269f5,true,false,true,2023-08-17 11:46:01,
64de40e53b40b92cfaa90403,3424523351,Usuario 2,10 - 12,carlosr@epidataconsulting.com,680,700,884,64db9796d6c5556a68f269f5,true,false,true,2023-08-17 11:46:45,
64de41183b40b92cfaa90405,,Usuario 3 ,13 -14,,680,700,885,64db9796d6c5556a68f269f5,true,false,false,2023-08-17 11:47:35,
64de41393b40b92cfaa90406,89657956,Usuario 4,13 - 14,carlosr@epidataconsulting.com,680,700,885,64db9796d6c5556a68f269f5,true,false,true,2023-08-17 11:48:09,
64de41913b40b92cfaa90408,896769,Usuario 5,15 - 16,carlosr@epidataconsulting.com,680,700,886,64db9796d6c5556a68f269f5,true,false,true,2023-08-17 11:49:36,
64de41b03b40b92cfaa90409,96796,Usuario 6,15 -16,carlosr@epidataconsulting.com,680,700,886,64db9796d6c5556a68f269f5,true,false,true,2023-08-17 11:50:07,
64de41ca3b40b92cfaa9040b,5877695,Usuarios 7,18 -19,carlosr@epidataconsulting.com,680,700,887,64db9796d6c5556a68f269f5,true,false,true,2023-08-17 11:50:34,
64e51bbb3b40b92cfaa9040d,112233112233,Carlos ,MURO,carlosr@epidataconsulting.com,720,740,920,64d4e405bd13af2938b55d0b,true,false,true,2023-08-22 16:34:03,
64e51c2a3b40b92cfaa9040e,444555666,Anibal,Rodriguez,carlosr@epidataconsulting.com,720,740,920,64d4e405bd13af2938b55d0b,true,false,true,2023-08-22 16:35:54,
64e60c513b40b92cfaa90410,101010,JHON 001,JHON ,carlosr@epidataconsulting.com,740,760,940,64db9796d6c5556a68f269f5,true,false,true,2023-08-23 09:40:29,
64e60cdd3b40b92cfaa90411,303030,JHON 03,JHON,carlosr@epidataconsulting.com,740,760,940,64db9796d6c5556a68f269f5,true,false,true,2023-08-23 09:42:50,
64e60d773b40b92cfaa90412,202020,JHON 002,JHON 002,carlosr@epidataconsulting.com,740,760,940,64db9796d6c5556a68f269f5,true,false,true,2023-08-23 09:45:27,
64e60e123b40b92cfaa90414,505050,JUANCHO002,juancho,carlosr@epidataconsulting.com,740,761,942,64db9796d6c5556a68f269f5,true,false,true,2023-08-23 09:47:59,
64e60e593b40b92cfaa90415,606060,JUANCHO 003,juancho,carlosr@epidataconsulting.com,740,761,942,64db9796d6c5556a68f269f5,true,false,true,2023-08-23 09:49:13,
64e60ef93b40b92cfaa90416,404040,JUANCHO 001,juancho,carlosr@epidataconsulting.com,740,761,942,64db9796d6c5556a68f269f5,true,false,true,2023-08-23 09:51:52,
64f1e492bc0d445b571e09ff,26900042,Juan Pablo,Zabala,juanz@epidataconsulting.com,800,820,1020,64db9796d6c5556a68f269f5,true,false,true,2023-09-01 09:18:09,
64f1e56feed2a803eaa335a9,3523523253,dffds,dfdfsdf,juanz@epidataconsulting.com,800,820,1020,64db9796d6c5556a68f269f5,true,false,true,2023-09-01 09:21:51,
64f5ff4263d9fb56312d0a02,26235232,Juan Pablo,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 12:01:02,
64f600593adac85f26c71684,42142413,Juan Pablo,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 12:05:44,
64f600923adac85f26c71685,5235523532,Inscripcion322,SDAASD,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 12:06:42,
64f6165152891366e1c8ea49,12232211121,HOLAAA,CHAOOO,carlosr@epidataconsulting.com,820,841,1024,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 13:39:28,
64f617f652891366e1c8ea4a,269429249,Juan Pablo,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 13:45:56,
64f6183952891366e1c8ea4b,269004224,Juan Pablo,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 13:47:35,
64f62b5c55985758fc735b42,431523562412132,HOLA1111,CHAO1111,carlosr@epidataconsulting.com,820,841,1024,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 15:09:12,
64f62c5455985758fc735b43,242424,Juan Pablo,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 15:13:23,
64f6328055985758fc735b44,2563153215,Juan Pablo,Zabala,juanpablozabala21@gmail.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 15:39:39,
64f6373255985758fc735b45,464546565,Samsung,Iphone,carlosr@epidataconsulting.com,820,841,1024,64db9796d6c5556a68f269f5,true,false,true,2023-09-04 15:59:44,
64f759de55985758fc735b47,123232332,carlos,muro,mail@mail.com,566,575,554,64c29a0adbd7a9004f2e22d2,true,false,true,2023-09-05 13:39:57,
64ff1ccb55985758fc735b49,08237489146,Carlos ,Muro,carlosr@epidataconsulting.com,840,860,1040,64db9796d6c5556a68f269f5,true,false,true,2023-09-11 09:57:31,
6503632343c7e050f16804db,26900042,Juan Pablo,Zabala Conde,juanz@epidataconsulting.com,820,840,1023,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:46:42,
6503641943c7e050f16804dd,269900042,Juan P,Zabala,juanz@epidataconsulting.com,861,882,1062,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:50:48,
6503643c528504310f20d6b1,130992506,Carlos,Muro,carlosr@epidataconsulting.com,861,882,1063,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:51:21,
6503644443c7e050f16804de,26900042,Juan P,Zabala,juanpablozabala21@gmail.com,861,882,1063,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:51:32,
6503648c528504310f20d6b3,130992406,Carlos,Muro,carlosr@epidataconsulting.com,861,883,1064,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:52:45,
6503652143c7e050f16804df,5344353,sdefsd,dfsdfsdsf,juanz@epidataconsulting.com,861,882,1063,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:55:13,
6503660fecc35008f38a31ac,2690004255,Juan Pablox,Zabala,juanz@epidataconsulting.com,861,882,1063,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 15:59:10,
6503672b528504310f20d6b4,130992406,Carlos,Muro,carlosr@epidataconsulting.com,820,841,1024,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 16:03:55,
650368552b757c14cead1ec3,1265165,Juan Zaba,Zab,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 16:08:52,
65036b26528504310f20d6b5,26900042,Juan Zabala,zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 16:20:53,
650371b8c2ccc91a04562572,26512213532,Juan Pablo,Zabalaaa,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 16:48:52,
65037239e88f654b3e97fe6b,3532352325,Juan Pablo,Zabalaaaaaa,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 16:51:04,
650372c0e88f654b3e97fe6c,241234323,Juan Pablo,Zabababablla,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-14 16:53:20,
65045b4ac2ccc91a04562573,26900042343,Juan Pablo,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 09:25:29,
650462fbc2ccc91a04562574,23214225,Juan,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 09:58:18,
6504638dc2ccc91a04562575,26329482,Juan,Zabala,juanz@epidataconsulting.com,820,840,1022,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 10:00:45,
65046fb1c2ccc91a04562577,357287528752,Soy QR,Prueba 01,carlosr@epidataconsulting.com,740,762,944,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 10:52:35,
6504724191c64273c7d9df67,564654564564,Soy QR,Prueba 02,carlosr@epidataconsulting.com,740,762,945,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 11:03:29,
6504735991c64273c7d9df69,463363673546,Soy QR,Prueba 03,carlosr@epidataconsulting.com,740,762,946,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 11:08:10,
6504908f91c64273c7d9df6a,3423523525,Soy QR,PRueba 004,carlosr@epidataconsulting.com,861,883,1064,64db9796d6c5556a68f269f5,true,false,true,2023-09-15 13:12:48,
65099d4d91c64273c7d9df6b,101020203030,Tomas ,Martinez,carlosr@epidataconsulting.com,861,882,1063,64db9796d6c5556a68f269f5,true,false,true,2023-09-19 09:08:29,
650b809291c64273c7d9df6c,20154879636,charles,wall,thewall@pinkfloyd.com,861,882,1062,64db9796d6c5556a68f269f5,true,false,true,2023-09-20 20:30:26,
6512394b4e32686b13599556,20446872402,Tomas Ezequiel,Sandoval Bustinza,themessiah1018@gmail.com,920,960,1160,65122bacceb6f06a0a201835,true,false,true,2023-09-25 21:52:08,
651c17304e32686b13599558,445465498651,Carlos,Muro,carlosr@epidataconsulting.com,740,760,941,64db9796d6c5556a68f269f5,true,false,true,2023-10-03 09:29:21,
